day,financial_status,order_name,customer_id,customer_type,variant_sku,product_price,shipping_region,shipping_postal_code,customer_cohort_week,customer_cohort_month,units_per_transaction
3/21/2024,paid,#887356,7.10E+12,Returning,,0,Pennsylvania,16150,2023-W51,2023-12,0
3/21/2024,paid,#887291,7.09E+12,Returning,SQ9178530,0,Georgia,30009,2023-W51,2023-12,1
3/21/2024,paid,#887152,5.47E+12,Returning,SQ1726938,0,Tennessee,37015,2021-W52,2021-12,1
3/21/2024,paid,#887119,3.63E+12,Returning,SQ1726938,0,New York,13209,2021-W06,2021-02,1
3/21/2024,paid,#887071,7.10E+12,Returning,,0,Louisiana,70445,2023-W51,2023-12,0
3/21/2024,paid,#887303,7.21E+12,Returning,,0,Arizona,85050,2024-W05,2024-02,0
3/21/2024,paid,#887580,7.34E+12,First-time,SQ1726938,0,California,92382,2024-W12,2024-03,1
3/21/2024,paid,#887432,1.18E+12,Returning,,0,Virginia,23838,2017-W50,2017-12,0
3/21/2024,paid,#887262,7.06E+12,Returning,SQ9178530,0,Texas,77346,2023-W49,2023-12,1
3/21/2024,paid,#887283,7.09E+12,Returning,,0,Colorado,80301,2023-W51,2023-12,0
3/21/2024,paid,#887023,7.03E+12,Returning,SQ1726938,0,North Carolina,27545,2023-W48,2023-11,1
3/21/2024,paid,#887081,7.08E+12,Returning,,0,Washington,99208,2023-W50,2023-12,0
3/21/2024,paid,#887513,7.10E+12,Returning,SQ8862610,0,Florida,34212,2023-W52,2023-12,1
3/21/2024,paid,#887314,7.01E+12,Returning,BB-PET-SAFE,0,Florida,32571,2023-W47,2023-11,1
3/21/2024,paid,#887447,7.10E+12,Returning,,0,Massachusetts,2043,2023-W51,2023-12,0
3/21/2024,paid,#887288,7.09E+12,Returning,,0,Montana,59870,2023-W51,2023-12,0
3/21/2024,paid,#886772,6.93E+12,Returning,BB-Tropical,69.99,Colorado,80233,2023-W42,2023-10,1
3/21/2024,paid,#887104,3.37E+12,Returning,,0,Maryland,20685,2020-W37,2020-09,0
3/21/2024,paid,#887563,3.64E+12,Returning,,0,California,90250,2021-W08,2021-02,0
3/21/2024,paid,#886974,7.08E+12,Returning,BB-Tropical,0,Tennessee,37110,2023-W50,2023-12,1
3/21/2024,paid,#886777,7.09E+12,Returning,SQ9178530,179.97,Texas,78610,2023-W50,2023-12,1
3/21/2024,paid,#887135,5.52E+12,Returning,SQ9178530,0,Massachusetts,1950,2022-W03,2022-01,1
3/21/2024,paid,#886878,7.00E+12,Returning,,0,Colorado,80136-9512,2023-W46,2023-11,0
3/21/2024,paid,#886931,7.34E+12,First-time,,0,Connecticut,6611,2024-W12,2024-03,0
3/21/2024,paid,#886937,7.23E+12,Returning,SQ9178530,329.94,North Carolina,27514,2024-W07,2024-02,1
3/21/2024,paid,#887417,6.40E+12,Returning,SQ9178530,0,Arkansas,72212,2022-W51,2022-12,1
3/21/2024,paid,#887131,5.52E+12,Returning,SQ9178530,0,California,94513,2022-W03,2022-01,1
3/21/2024,paid,#887377,7.10E+12,Returning,,0,Pennsylvania,18954,2023-W51,2023-12,0
3/21/2024,paid,#886842,3.49E+12,Returning,SQ3100795,44.99,Pennsylvania,15329,2020-W47,2020-11,1
3/21/2024,paid,#887167,2.84E+12,Returning,SQ9178530,0,South Carolina,29451,2020-W03,2020-01,1
3/21/2024,paid,#887243,7.19E+12,Returning,SQ9178530,0,Connecticut,6405,2024-W04,2024-01,1
3/21/2024,paid,#887194,6.40E+12,Returning,,0,Texas,75071,2022-W51,2022-12,0
3/21/2024,paid,#887064,7.10E+12,Returning,,0,Arizona,85388,2023-W51,2023-12,0
3/21/2024,paid,#886913,5.84E+12,Returning,BB659-25,64.99,South Carolina,29483,2022-W29,2022-07,1
3/21/2024,paid,#887174,7.18E+12,Returning,SQ1726938,0,Illinois,60643,2024-W04,2024-01,1
3/21/2024,paid,#887188,6.95E+12,Returning,,0,New York,12814,2023-W43,2023-10,0
3/21/2024,paid,#887574,6.27E+12,Returning,BB1135-25,49.99,Florida,33308,2022-W42,2022-10,1
3/21/2024,paid,#887615,7.34E+12,First-time,C007,9.99,New York,12901,2024-W12,2024-03,1
3/21/2024,paid,#887170,7.05E+12,Returning,,0,Texas,77345,2023-W49,2023-12,0
3/21/2024,paid,#887393,7.25E+12,Returning,SQ9178530,0,New York,11753,2024-W08,2024-02,1
3/21/2024,paid,#886780,7.26E+12,Returning,SQ9178530,59.99,Mississippi,39705,2024-W08,2024-02,1
3/21/2024,paid,#886929,2.80E+12,Returning,,0,New Hampshire,03087-2387,2019-W51,2019-12,0
3/21/2024,paid,#886903,7.08E+12,Returning,SQ9178530,179.97,Arkansas,71901,2023-W50,2023-12,1
3/21/2024,paid,#887507,7.10E+12,Returning,,0,Texas,77024,2023-W52,2023-12,0
3/21/2024,paid,#886965,6.38E+12,Returning,SQ9178530,0,Florida,33176,2022-W49,2022-12,1
3/21/2024,paid,#887544,7.28E+12,Returning,,0,Texas,77002,2024-W09,2024-02,0
3/21/2024,paid,#887434,7.27E+12,Returning,,0,Maryland,21161,2024-W08,2024-02,0
3/21/2024,paid,#887318,7.10E+12,Returning,SQ1726938,0,Texas,77063,2023-W51,2023-12,1
3/21/2024,paid,#887075,3.55E+12,Returning,SQ1726938,0,California,90045,2020-W52,2020-12,1
3/21/2024,paid,#886826,5.62E+12,Returning,,0,North Carolina,28303,2022-W13,2022-03,0
3/21/2024,paid,#887110,7.08E+12,Returning,,0,New Jersey,7840,2023-W50,2023-12,0
3/21/2024,paid,#886828,5.31E+12,Returning,,0,New York,11236,2021-W38,2021-09,0
3/21/2024,paid,#886898,6.58E+12,Returning,SQ9178530,179.97,Ohio,43734,2023-W15,2023-04,1
3/21/2024,paid,#886796,7.10E+12,Returning,BBNYBGLA,299.97,Arizona,85253,2023-W52,2023-12,1
3/21/2024,paid,#887139,7.09E+12,Returning,,0,Illinois,60616,2023-W51,2023-12,0
3/21/2024,paid,#886820,6.73E+12,Returning,,0,Alabama,36532,2023-W26,2023-06,0
3/21/2024,paid,#886896,5.59E+12,Returning,,0,Arizona,86406,2022-W10,2022-03,0
3/21/2024,paid,#887465,6.39E+12,Returning,,0,Tennessee,38068,2022-W50,2022-12,0
3/21/2024,paid,#887518,7.28E+12,Returning,,0,Maryland,21136,2024-W09,2024-02,0
3/21/2024,paid,#886773,3.59E+12,Returning,,0,South Carolina,29681,2021-W38,2021-09,0
3/21/2024,paid,#886927,7.34E+12,First-time,,0,Georgia,30087,2024-W12,2024-03,0
3/21/2024,paid,#886745,5.92E+12,Returning,SQ9178530,44.99,Texas,78748,2022-W30,2022-07,1
3/21/2024,paid,#887571,6.27E+12,Returning,BB343-26,59.99,North Carolina,27592,2022-W42,2022-10,1
3/21/2024,paid,#886938,5.45E+12,Returning,,0,Ohio,45458,2021-W49,2021-12,0
3/21/2024,paid,#887341,3.53E+12,Returning,,0,New Jersey,7760,2020-W50,2020-12,0
3/21/2024,paid,#887369,7.07E+12,Returning,SQ1726938,0,Massachusetts,2359,2023-W49,2023-12,1
3/21/2024,paid,#887181,7.18E+12,Returning,,0,Massachusetts,2129,2024-W04,2024-01,0
3/21/2024,paid,#886877,3.61E+12,Returning,SQ1726938,69.99,California,92881,2021-W04,2021-01,1
3/21/2024,paid,#886791,6.65E+12,Returning,,0,Virginia,23606,2024-W08,2024-02,0
3/21/2024,paid,#887079,6.61E+12,Returning,,0,Florida,34432,2023-W18,2023-05,0
3/21/2024,paid,#886782,3.54E+12,Returning,,0,Florida,33859,2020-W51,2020-12,0
3/21/2024,paid,#886859,3.54E+12,Returning,SQBRM24,44.99,Illinois,60647,2020-W51,2020-12,1
3/21/2024,paid,#887217,7.19E+12,Returning,,0,Rhode Island,2842,2024-W04,2024-01,0
3/21/2024,paid,#887410,7.10E+12,Returning,,0,Pennsylvania,18901,2023-W51,2023-12,0
3/21/2024,paid,#887036,7.03E+12,Returning,SQ1726938,0,California,93449,2023-W48,2023-11,1
3/21/2024,paid,#886902,7.07E+12,Returning,SQ9178530,179.97,California,95135,2023-W50,2023-12,1
3/21/2024,paid,#887529,6.54E+12,Returning,,0,Indiana,46038,2023-W12,2023-03,0
3/21/2024,paid,#886882,5.92E+12,Returning,,0,Florida,34109,2022-W30,2022-07,0
3/21/2024,paid,#887178,3.55E+12,Returning,,0,North Carolina,27806,2020-W51,2020-12,0
3/21/2024,paid,#887394,5.40E+12,Returning,,0,Georgia,31328,2021-W45,2021-11,0
3/21/2024,paid,#887617,7.34E+12,First-time,,0,California,93638,2024-W12,2024-03,0
3/21/2024,paid,#887261,7.09E+12,Returning,,0,Florida,32751,2023-W51,2023-12,0
3/21/2024,paid,#887142,7.04E+12,Returning,SQ9178530,0,Kentucky,40222,2023-W48,2023-12,1
3/21/2024,paid,#887429,3.55E+12,Returning,SQ9178530,0,New Jersey,7417,2020-W51,2020-12,1
3/21/2024,paid,#886794,7.09E+12,Returning,BB-Tropical,209.97,Idaho,83638,2023-W51,2023-12,1
3/21/2024,paid,#886884,7.01E+12,Returning,,0,California,93449,2023-W47,2023-11,0
3/21/2024,paid,#887056,6.77E+12,Returning,SQ9178530,0,California,94115,2023-W29,2023-07,1
3/21/2024,paid,#887114,6.40E+12,Returning,SQ9178530,0,Minnesota,55347,2022-W51,2022-12,1
3/21/2024,paid,#887062,6.46E+12,Returning,,0,Oregon,97801,2023-W05,2023-02,0
3/21/2024,paid,#887129,7.04E+12,Returning,,0,New York,14221,2023-W48,2023-11,0
3/21/2024,paid,#887495,5.47E+12,Returning,,0,California,95382,2021-W51,2021-12,0
3/21/2024,paid,#887525,7.02E+12,Returning,SQ9178530,0,New Jersey,8550,2023-W47,2023-11,1
3/21/2024,paid,#887032,6.40E+12,Returning,SQ9178530,0,New York,14127,2022-W51,2022-12,1
3/21/2024,paid,#887582,7.34E+12,First-time,BB719-50,99.99,Massachusetts,2141,2024-W12,2024-03,1
3/21/2024,paid,#887538,7.02E+12,Returning,SQ9178530,0,New York,11949,2023-W47,2023-11,1
3/21/2024,paid,#887277,7.09E+12,Returning,SQ1726938,0,Florida,32136,2023-W51,2023-12,1
3/21/2024,paid,#887042,6.38E+12,Returning,,0,Maryland,21403,2022-W49,2022-12,0
3/21/2024,paid,#887324,7.10E+12,Returning,,0,Texas,78628,2023-W51,2023-12,0
3/21/2024,paid,#887039,2.80E+12,Returning,,0,Illinois,60611,2019-W51,2019-12,0
3/21/2024,paid,#887399,7.10E+12,Returning,,0,Minnesota,55448,2023-W51,2023-12,0
3/21/2024,paid,#886776,6.28E+12,Returning,SQ1726938,69.99,Massachusetts,2144,2022-W42,2022-10,1
3/21/2024,paid,#887221,7.05E+12,Returning,BBNYBGLA,0,Vermont,5495,2023-W49,2023-12,1
3/21/2024,paid,#887420,7.10E+12,Returning,,0,Georgia,30327,2023-W51,2023-12,0
3/21/2024,paid,#887106,3.26E+12,Returning,SQ9178530,0,Minnesota,55347,2020-W30,2020-07,1
3/21/2024,paid,#886810,5.52E+12,Returning,,0,Washington,98053,2022-W03,2022-01,0
3/21/2024,paid,#887480,2.80E+12,Returning,SQ9178530,0,New York,11218,2019-W52,2019-12,1
3/21/2024,paid,#887284,6.37E+12,Returning,SQ9178530,0,Massachusetts,2356,2022-W48,2022-12,1
3/21/2024,paid,#886990,3.55E+12,Returning,,0,Maryland,21229,2020-W52,2020-12,0
3/21/2024,paid,#887251,7.05E+12,Returning,SQ1726938,0,Virginia,23464,2023-W49,2023-12,1
3/21/2024,paid,#887113,5.53E+12,Returning,,0,New York,11801,2022-W04,2022-01,0
3/21/2024,paid,#887149,7.09E+12,Returning,BB-Tropical,0,Connecticut,06824-2033,2023-W51,2023-12,1
3/21/2024,paid,#886769,6.40E+12,Returning,,0,New York,10548,2022-W51,2022-12,0
3/21/2024,paid,#887154,5.47E+12,Returning,SQ9178530,0,New Jersey,7950,2021-W51,2021-12,1
3/21/2024,paid,#886865,6.55E+12,Returning,,0,Massachusetts,1960,2023-W12,2023-03,0
3/21/2024,paid,#887422,7.07E+12,Returning,SQ9178530,0,South Carolina,29455,2023-W50,2023-12,1
3/21/2024,paid,#887437,7.10E+12,Returning,SQ9178530,0,Tennessee,37064,2023-W51,2023-12,1
3/21/2024,paid,#887145,7.10E+12,Returning,SQ9178530,0,New Jersey,8831,2023-W51,2023-12,1
3/21/2024,paid,#887585,7.34E+12,First-time,SQ1726938,0,Florida,32931-3507,2024-W12,2024-03,1
3/21/2024,paid,#887321,7.10E+12,Returning,SQ9178530,0,Texas,77381,2023-W51,2023-12,1
3/21/2024,paid,#887453,7.09E+12,Returning,,0,Texas,78602,2023-W51,2023-12,0
3/21/2024,paid,#887163,7.09E+12,Returning,SQ9178530,0,Virginia,20158,2023-W50,2023-12,1
3/21/2024,paid,#887421,6.34E+12,Returning,,0,Pennsylvania,18940,2022-W46,2022-11,0
3/21/2024,paid,#886983,5.10E+12,Returning,,0,Pennsylvania,19401,2021-W16,2021-04,0
3/21/2024,paid,#887247,3.39E+12,Returning,SQ1726938,0,Washington,98020,2020-W39,2020-09,1
3/21/2024,paid,#887511,7.28E+12,Returning,,0,Minnesota,55075,2024-W08,2024-02,0
3/21/2024,paid,#887085,7.10E+12,Returning,,0,Connecticut,6902,2023-W51,2023-12,0
3/21/2024,paid,#887245,6.99E+12,Returning,SQ1726938,0,Missouri,64064,2023-W45,2023-11,1
3/21/2024,paid,#886888,7.00E+12,Returning,BB-Tropical,69.99,Connecticut,6615,2023-W46,2023-11,1
3/21/2024,paid,#887398,5.12E+12,Returning,,0,New York,10562,2021-W18,2021-05,0
3/21/2024,paid,#887297,7.20E+12,Returning,,0,Florida,32205,2024-W05,2024-01,0
3/21/2024,paid,#887482,7.02E+12,Returning,SQ9178530,0,Maryland,20905,2023-W47,2023-11,1
3/21/2024,paid,#887165,6.38E+12,Returning,,0,Michigan,49331,2022-W49,2022-12,0
3/21/2024,paid,#887175,7.05E+12,Returning,SQ9178530,0,California,91316,2023-W49,2023-12,1
3/21/2024,paid,#887565,7.10E+12,Returning,SQ9178530,0,Texas,76092,2023-W52,2023-12,1
3/21/2024,paid,#887475,7.09E+12,Returning,,0,California,92116,2023-W51,2023-12,0
3/21/2024,paid,#886822,5.61E+12,Returning,SQ9178530,44.99,Massachusetts,02131-2761,2022-W11,2022-03,1
3/21/2024,paid,#886923,7.07E+12,Returning,,0,Iowa,50472,2023-W49,2023-12,0
3/21/2024,paid,#886768,7.09E+12,Returning,,0,California,95404,2023-W50,2023-12,0
3/21/2024,paid,#887547,7.10E+12,Returning,SQ1726938,0,Illinois,62298,2023-W51,2023-12,1
3/21/2024,paid,#887365,7.10E+12,Returning,,0,Mississippi,39157,2023-W51,2023-12,0
3/21/2024,paid,#886891,5.62E+12,Returning,SQ9178530,44.99,Florida,33813,2022-W13,2022-03,1
3/21/2024,paid,#886767,3.26E+12,Returning,,0,Florida,33132,2020-W30,2020-07,0
3/21/2024,paid,#887498,3.51E+12,Returning,SQ8862610,0,Texas,78401,2020-W48,2020-11,1
3/21/2024,paid,#887382,6.41E+12,Returning,SQ1726938,0,New Jersey,8022,2022-W52,2022-12,1
3/21/2024,paid,#886982,2.92E+12,Returning,,0,New York,11725,2020-W14,2020-03,0
3/21/2024,paid,#887332,7.24E+12,Returning,,0,Washington,98112,2024-W07,2024-02,0
3/21/2024,paid,#886919,7.34E+12,First-time,C007,9.99,Indiana,47001,2024-W12,2024-03,1
3/21/2024,paid,#887307,1.25E+12,Returning,SQ8862610,0,Washington,98106,2018-W49,2018-12,1
3/21/2024,paid,#887360,7.01E+12,Returning,SQ9178530,0,New York,14225-4844,2023-W47,2023-11,1
3/21/2024,paid,#887225,3.55E+12,Returning,SQ9178530,0,Georgia,30338,2020-W52,2020-12,1
3/21/2024,paid,#886919,7.34E+12,First-time,SQ9178530,59.99,Indiana,47001,2024-W12,2024-03,1
3/21/2024,paid,#887063,6.48E+12,Returning,,0,Tennessee,37205,2023-W50,2023-12,0
3/21/2024,paid,#887592,6.27E+12,Returning,,0,Florida,32955,2022-W42,2022-10,0
3/21/2024,paid,#886900,7.03E+12,Returning,,0,Kansas,66220,2023-W48,2023-11,0
3/21/2024,paid,#887022,6.40E+12,Returning,SQBRM24,0,Massachusetts,1966,2022-W51,2022-12,1
3/21/2024,paid,#886977,7.10E+12,Returning,,0,Florida,32424,2023-W52,2023-12,0
3/21/2024,paid,#887405,6.39E+12,Returning,,0,Illinois,62025,2022-W50,2022-12,0
3/21/2024,paid,#887466,5.44E+12,Returning,SQ9178530,0,Illinois,60422,2021-W49,2021-12,1
3/21/2024,paid,#887463,7.02E+12,Returning,,0,Oregon,97504,2023-W47,2023-11,0
3/21/2024,paid,#886763,7.24E+12,Returning,,0,Maine,4046,2024-W07,2024-02,0
3/21/2024,paid,#887354,5.04E+12,Returning,SQ1726938,0,Illinois,61111,2021-W10,2021-03,1
3/21/2024,paid,#886742,7.34E+12,First-time,TOTE-BAG,9.99,New York,12401,2024-W12,2024-03,1
3/21/2024,paid,#886815,7.28E+12,Returning,,0,Illinois,60442,2024-W09,2024-02,0
3/21/2024,paid,#886742,7.34E+12,First-time,CLIPPER,13.99,New York,12401,2024-W12,2024-03,1
3/21/2024,paid,#887087,6.82E+12,Returning,,0,Massachusetts,2138,2023-W32,2023-08,0
3/21/2024,paid,#886847,6.48E+12,Returning,,0,Washington,98059,2023-W06,2023-02,0
3/21/2024,paid,#886755,7.24E+12,Returning,BB-PET-SAFE,69.99,New Mexico,87111,2024-W07,2024-02,1
3/21/2024,paid,#887455,7.27E+12,Returning,BBNYBGLA,0,New York,12070,2024-W08,2024-02,1
3/21/2024,paid,#887404,7.09E+12,Returning,,0,Maryland,20816,2023-W51,2023-12,0
3/21/2024,paid,#887346,7.10E+12,Returning,SQ1726938,0,Tennessee,37885,2023-W51,2023-12,1
3/21/2024,paid,#887512,7.07E+12,Returning,,0,Massachusetts,2343,2023-W50,2023-12,0
3/21/2024,paid,#887070,5.27E+12,Returning,BBNYBGLA,0,New Jersey,7901,2021-W34,2021-08,1
3/21/2024,paid,#887355,7.10E+12,Returning,SQ9178530,0,Missouri,64015,2023-W51,2023-12,1
3/21/2024,paid,#887076,7.03E+12,Returning,,0,Nebraska,68123,2023-W48,2023-11,0
3/21/2024,paid,#887562,7.10E+12,Returning,,0,California,95630,2023-W52,2023-12,0
3/21/2024,paid,#887086,6.53E+12,Returning,SQ1726938,0,Massachusetts,1845,2023-W11,2023-03,1
3/21/2024,paid,#887473,7.28E+12,Returning,SQ9178530,0,North Carolina,28134,2024-W08,2024-02,1
3/21/2024,paid,#887258,7.10E+12,Returning,,0,Texas,75093,2023-W51,2023-12,0
3/21/2024,paid,#887454,5.43E+12,Returning,,0,Michigan,49512,2021-W48,2021-12,0
3/21/2024,paid,#887470,7.09E+12,Returning,SQ9178530,0,New Jersey,8723,2023-W51,2023-12,1
3/21/2024,paid,#887138,7.10E+12,Returning,SQ8862610,0,New York,11934,2023-W51,2023-12,1
3/21/2024,paid,#887539,7.28E+12,Returning,,0,Connecticut,6877,2024-W09,2024-02,0
3/21/2024,paid,#886942,6.57E+12,Returning,,0,Texas,76380,2023-W15,2023-04,0
3/21/2024,paid,#886875,5.67E+12,Returning,SQ9178530,44.99,Alabama,35244,2022-W18,2022-05,1
3/21/2024,paid,#887607,7.34E+12,First-time,SQ9178530,329.94,Texas,77640,2024-W12,2024-03,1
3/21/2024,paid,#887224,6.98E+12,Returning,,0,Colorado,80235,2023-W44,2023-11,0
3/21/2024,paid,#887378,6.49E+12,Returning,,0,New York,12538,2023-W08,2023-02,0
3/21/2024,paid,#887007,7.10E+12,Returning,,0,New York,11763,2023-W52,2023-12,0
3/21/2024,paid,#887021,7.10E+12,Returning,,0,California,92284,2023-W51,2023-12,0
3/21/2024,paid,#886848,5.47E+12,Returning,SQBRM24,294.99,New York,10128,2021-W51,2021-12,1
3/21/2024,paid,#886969,5.10E+12,Returning,,0,Arkansas,72701,2021-W15,2021-04,0
3/21/2024,paid,#887567,5.45E+12,Returning,,0,Texas,77494,2021-W50,2021-12,0
3/21/2024,paid,#886792,7.27E+12,Returning,SQ9178530,59.99,Minnesota,55904,2024-W08,2024-02,1
3/21/2024,paid,#886790,3.37E+12,Returning,,0,Tennessee,37830,2020-W37,2020-09,0
3/21/2024,paid,#887193,6.94E+12,Returning,,0,Ohio,45036,2023-W43,2023-10,0
3/21/2024,paid,#887457,6.40E+12,Returning,,0,Pennsylvania,15225,2022-W51,2022-12,0
3/21/2024,paid,#887073,7.13E+12,Returning,SQ1726938,0,Connecticut,6371,2024-W01,2024-01,1
3/21/2024,paid,#887371,7.10E+12,Returning,SQ9178530,0,Massachusetts,1071,2023-W51,2023-12,1
3/21/2024,paid,#887184,6.40E+12,Returning,,0,Pennsylvania,19382,2022-W51,2022-12,0
3/21/2024,paid,#887295,7.06E+12,Returning,SQ9178530,0,South Carolina,29451,2023-W49,2023-12,1
3/21/2024,paid,#887462,5.40E+12,Returning,SQ8862610,0,Massachusetts,2767,2021-W45,2021-11,1
3/21/2024,paid,#887487,5.46E+12,Returning,SQ1726938,0,Pennsylvania,19047,2021-W50,2021-12,1
3/21/2024,paid,#887027,7.10E+12,Returning,SQ9178530,0,Arkansas,72712,2023-W51,2023-12,1
3/21/2024,paid,#887105,5.45E+12,Returning,,0,South Carolina,29212,2021-W49,2021-12,0
3/21/2024,paid,#886935,6.54E+12,Returning,,0,Pennsylvania,15904,2023-W11,2023-03,0
3/21/2024,paid,#887182,6.40E+12,Returning,SQ1726938,0,New Jersey,7601,2022-W51,2022-12,1
3/21/2024,paid,#886998,6.38E+12,Returning,SQ1726938,0,Michigan,48632,2022-W49,2022-12,1
3/21/2024,paid,#886901,7.06E+12,Returning,,0,Illinois,60626,2023-W49,2023-12,0
3/21/2024,paid,#887140,6.94E+12,Returning,BBNYBGLA,0,Alabama,35406,2023-W42,2023-10,1
3/21/2024,paid,#886957,6.47E+12,Returning,,0,Virginia,23153,2023-W16,2023-04,0
3/21/2024,paid,#887620,7.33E+12,Returning,,0,Indiana,46240,2024-W12,2024-03,0
3/21/2024,paid,#886978,7.10E+12,Returning,,0,Ohio,45368,2023-W51,2023-12,0
3/21/2024,paid,#887234,7.06E+12,Returning,SQ8862610,0,West Virginia,26416,2023-W49,2023-12,1
3/21/2024,paid,#887004,6.38E+12,Returning,SQ1726938,0,Michigan,48198,2022-W49,2022-12,1
3/21/2024,paid,#887608,7.34E+12,First-time,BB-RainbowFields,0,Indiana,46528-2511,2024-W12,2024-03,1
3/21/2024,paid,#886858,5.61E+12,Returning,SQBRM24,49.99,Florida,32501,2022-W12,2022-03,1
3/21/2024,paid,#886956,7.08E+12,Returning,,0,North Carolina,27587,2023-W50,2023-12,0
3/21/2024,paid,#886809,7.10E+12,Returning,SQ1726938,209.97,New Jersey,8724,2023-W51,2023-12,1
3/21/2024,paid,#887345,7.23E+12,Returning,,0,Tennessee,37663,2024-W07,2024-02,0
3/21/2024,paid,#886887,6.76E+12,Returning,,0,Colorado,80723,2023-W28,2023-07,0
3/21/2024,paid,#887526,1.26E+12,Returning,,0,Pennsylvania,15044,2018-W50,2018-12,0
3/21/2024,paid,#886751,7.17E+12,Returning,,0,Arizona,85212,2024-W03,2024-01,0
3/21/2024,paid,#887424,7.10E+12,Returning,,0,California,95133,2023-W51,2023-12,0
3/21/2024,paid,#887048,7.11E+12,Returning,SQ1726938,0,Colorado,81632,2023-W52,2023-12,1
3/21/2024,paid,#886746,7.01E+12,Returning,,0,New York,11101,2023-W47,2023-11,0
3/21/2024,paid,#887367,3.53E+12,Returning,,0,Michigan,48197,2020-W50,2020-12,0
3/21/2024,paid,#887478,7.10E+12,Returning,SQ9178530,0,Ohio,44470,2023-W51,2023-12,1
3/21/2024,paid,#887594,5.37E+12,Returning,,0,Florida,34113,2021-W43,2021-10,0
3/21/2024,paid,#887059,6.36E+12,Returning,SQ9178530,0,Illinois,60025,2022-W48,2022-11,1
3/21/2024,paid,#887599,7.34E+12,First-time,,0,Georgia,30011,2024-W12,2024-03,0
3/21/2024,paid,#887299,7.10E+12,Returning,,0,Florida,32817,2023-W51,2023-12,0
3/21/2024,paid,#887155,6.54E+12,Returning,SQ8862610,0,Wisconsin,53097,2023-W12,2023-03,1
3/21/2024,paid,#887602,6.91E+12,Returning,BB1135-25,49.99,Ohio,43205,2023-W40,2023-10,1
3/21/2024,paid,#887548,7.02E+12,Returning,,0,New Jersey,7030,2023-W47,2023-11,0
3/21/2024,paid,#886818,7.09E+12,Returning,,0,Massachusetts,1527,2023-W51,2023-12,0
3/21/2024,paid,#886880,7.02E+12,Returning,,0,Arizona,85087,2023-W47,2023-11,0
3/21/2024,paid,#886832,7.10E+12,Returning,SQ9178530,179.97,New York,11572,2023-W52,2023-12,1
3/21/2024,paid,#887072,5.43E+12,Returning,SQ1726938,0,Texas,75043,2021-W48,2021-12,1
3/21/2024,paid,#887426,7.10E+12,Returning,SQ9178530,0,Missouri,63124,2023-W51,2023-12,1
3/21/2024,paid,#887306,7.10E+12,Returning,SQ1726938,0,Connecticut,6106,2023-W51,2023-12,1
3/21/2024,paid,#887476,7.10E+12,Returning,,0,Pennsylvania,19426,2023-W51,2023-12,0
3/21/2024,paid,#887383,7.10E+12,Returning,,0,Texas,77005,2023-W51,2023-12,0
3/21/2024,paid,#887546,3.55E+12,Returning,,0,Tennessee,38104,2020-W52,2020-12,0
3/21/2024,paid,#887010,7.08E+12,Returning,BB-Tropical,0,Florida,34134,2023-W50,2023-12,1
3/21/2024,paid,#887200,7.19E+12,Returning,SQ8862610,0,Georgia,30331,2024-W04,2024-01,1
3/21/2024,paid,#887577,7.34E+12,First-time,,0,Colorado,80003,2024-W12,2024-03,0
3/21/2024,paid,#887438,2.71E+12,Returning,,0,Connecticut,6896,2019-W47,2019-11,0
3/21/2024,paid,#887102,6.40E+12,Returning,SQ1726938,0,New Jersey,7016,2022-W51,2022-12,1
3/21/2024,paid,#887259,6.39E+12,Returning,,0,Florida,33904,2022-W50,2022-12,0
3/21/2024,paid,#887451,7.07E+12,Returning,SQ9178530,0,Massachusetts,2537,2023-W50,2023-12,1
3/21/2024,paid,#887107,2.92E+12,Returning,BBNYBGLA,0,California,90405,2020-W13,2020-03,1
3/21/2024,paid,#886831,5.71E+12,Returning,BB-PET-SAFE,49.99,Illinois,60631,2022-W21,2022-05,1
3/21/2024,paid,#887091,7.10E+12,Returning,,0,Connecticut,6807,2023-W51,2023-12,0
3/21/2024,paid,#887215,5.46E+12,Returning,,0,California,95746,2023-W51,2023-12,0
3/21/2024,paid,#887049,2.04E+12,Returning,,0,Georgia,30024,2019-W25,2019-06,0
3/21/2024,paid,#887415,7.10E+12,Returning,SQ8862610,0,California,95138,2023-W51,2023-12,1
3/21/2024,paid,#887441,7.10E+12,Returning,SQ9178530,0,California,94022,2023-W51,2023-12,1
3/21/2024,paid,#887006,6.40E+12,Returning,SQ9178530,0,Florida,32953,2022-W51,2022-12,1
3/21/2024,paid,#887108,6.40E+12,Returning,,0,Idaho,83448,2022-W51,2022-12,0
3/21/2024,paid,#887522,2.79E+12,Returning,,0,Minnesota,55432,2019-W51,2019-12,0
3/21/2024,paid,#887533,7.10E+12,Returning,,0,Kentucky,40207,2023-W51,2023-12,0
3/21/2024,paid,#887532,7.02E+12,Returning,SQ9178530,0,New Hampshire,3275,2023-W47,2023-11,1
3/21/2024,paid,#886788,3.55E+12,Returning,,0,Oregon,97068,2020-W51,2020-12,0
3/21/2024,paid,#887210,7.10E+12,Returning,,0,New York,10580,2023-W51,2023-12,0
3/21/2024,paid,#887060,3.21E+12,Returning,,0,California,94589,2020-W27,2020-06,0
3/21/2024,paid,#887325,7.06E+12,Returning,,0,Iowa,52627,2023-W49,2023-12,0
